id,Elevation,Aspect,Slope,Wilderness,Soil_Type,Hillshade_9am,Hillshade_noon,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Fire_Points
14035,elevation_ultra,aspect_high,slope_high,comanche,leighcan_i,hillshade_9am_min,hillnoon_max,0,0,low
14036,elevation_ultra,aspect_high,slope_medium,comanche,leighcan_i,hillshade_9am_min,hillnoon_max,6,4,mid
14037,elevation_medium,aspect_low,slope_low,comanche,bullwark_b,hillshade_9am_min,hillnoon_min,5,1,mid
14038,elevation_ultra,aspect_high,slope_medium,rawah,leighcan_a,hillshade_9am_min,hillnoon_max,3,0,low
14039,elevation_ultra,aspect_medium,slope_ultra,comanche,moran_a,hillshade_9am_max,hillnoon_min,2,1,low
14040,elevation_ultra,aspect_high,slope_low,comanche,leighcan_i,hillshade_9am_min,hillnoon_max,6,4,mid
14041,elevation_ultra,aspect_medium,slope_high,comanche,leighcan_h,hillshade_9am_max,hillnoon_min,5,4,mid
14042,elevation_medium,aspect_high,slope_medium,comanche,bullwark_b,hillshade_9am_max,hillnoon_max,1,0,mid
14043,elevation_medium,aspect_ultra,slope_high,comanche,bullwark_a,hillshade_9am_min,hillnoon_min,0,0,mid
14044,elevation_medium,aspect_low,slope_medium,comanche,bullwark_a,hillshade_9am_min,hillnoon_min,4,1,mid
14045,elevation_ultra,aspect_high,slope_ultra,rawah,como_a,hillshade_9am_min,hillnoon_max,5,0,mid
14046,elevation_ultra,aspect_high,slope_medium,comanche,leighcan_h,hillshade_9am_min,hillnoon_max,6,4,mid
14047,elevation_ultra,aspect_high,slope_medium,comanche,leighcan_h,hillshade_9am_min,hillnoon_max,4,3,high
14048,elevation_medium,aspect_medium,slope_low,comanche,bullwark_b,hillshade_9am_max,hillnoon_min,2,1,mid
14049,elevation_high,aspect_medium,slope_high,comanche,catamount_a,hillshade_9am_max,hillnoon_min,4,4,low
14050,elevation_medium,aspect_ultra,slope_high,comanche,bullwark_a,hillshade_9am_min,hillnoon_min,0,1,mid
14051,elevation_medium,aspect_medium,slope_low,comanche,gateview_a,hillshade_9am_max,hillnoon_min,5,3,mid
14052,elevation_medium,aspect_medium,slope_low,comanche,vanet_a,hillshade_9am_max,hillnoon_min,4,2,mid
14053,elevation_medium,aspect_medium,slope_low,comanche,vanet_a,hillshade_9am_max,hillnoon_max,5,1,mid
14054,elevation_ultra,aspect_high,slope_medium,comanche,leighcan_i,hillshade_9am_min,hillnoon_max,4,3,low
14055,elevation_ultra,aspect_high,slope_medium,comanche,moran_a,hillshade_9am_min,hillnoon_max,6,4,mid
14056,elevation_high,aspect_medium,slope_ultra,comanche,catamount_a,hillshade_9am_max,hillnoon_min,3,3,low
14057,elevation_high,aspect_ultra,slope_medium,comanche,leighcan_b,hillshade_9am_min,hillnoon_max,2,1,mid
14058,elevation_ultra,aspect_ultra,slope_low,comanche,leighcan_b,hillshade_9am_min,hillnoon_max,5,3,mid
14059,elevation_ultra,aspect_high,slope_medium,comanche,leighcan_g,hillshade_9am_min,hillnoon_max,6,4,mid
14060,elevation_medium,aspect_medium,slope_low,comanche,vanet_a,hillshade_9am_min,hillnoon_max,4,2,mid
14061,elevation_high,aspect_medium,slope_ultra,rawah,como_a,hillshade_9am_max,hillnoon_min,3,3,low
14062,elevation_ultra,aspect_high,slope_low,comanche,leighcan_g,hillshade_9am_min,hillnoon_max,6,4,mid
14063,elevation_ultra,aspect_high,slope_low,comanche,leighcan_g,hillshade_9am_min,hillnoon_max,6,4,mid
14064,elevation_high,aspect_low,slope_ultra,comanche,leighcan_h,hillshade_9am_min,hillnoon_min,4,4,low
14065,elevation_high,aspect_high,slope_high,comanche,leighcan_h,hillshade_9am_min,hillnoon_max,4,1,high
14066,elevation_medium,aspect_low,slope_low,comanche,ratake_a,hillshade_9am_min,hillnoon_min,4,3,mid
14067,elevation_high,aspect_medium,slope_ultra,comanche,catamount_a,hillshade_9am_max,hillnoon_min,3,4,low
14068,elevation_ultra,aspect_medium,slope_ultra,comanche,moran_a,hillshade_9am_max,hillnoon_min,4,4,low
14069,elevation_ultra,aspect_high,slope_low,comanche,leighcan_a,hillshade_9am_max,hillnoon_max,4,3,low
14070,elevation_ultra,aspect_high,slope_low,comanche,leighcan_h,hillshade_9am_max,hillnoon_max,6,4,mid
14071,elevation_high,aspect_high,slope_high,comanche,leighcan_h,hillshade_9am_min,hillnoon_max,4,3,high
14072,elevation_high,aspect_high,slope_high,rawah,como_a,hillshade_9am_max,hillnoon_max,4,3,mid
14073,elevation_high,aspect_low,slope_ultra,comanche,catamount_a,hillshade_9am_min,hillnoon_min,4,4,low
14074,elevation_ultra,aspect_high,slope_medium,comanche,leighcan_a,hillshade_9am_min,hillnoon_max,4,2,low
14075,elevation_ultra,aspect_high,slope_high,comanche,bross_a,hillshade_9am_min,hillnoon_max,5,4,mid
14076,elevation_high,aspect_high,slope_medium,comanche,leighcan_h,hillshade_9am_max,hillnoon_min,5,3,mid
14077,elevation_high,aspect_high,slope_medium,comanche,bullwark_a,hillshade_9am_min,hillnoon_max,6,4,mid
14078,elevation_high,aspect_medium,slope_ultra,comanche,catamount_a,hillshade_9am_max,hillnoon_min,4,4,low
14079,elevation_high,aspect_medium,slope_ultra,comanche,catamount_a,hillshade_9am_max,hillnoon_min,3,4,low
14080,elevation_high,aspect_high,slope_high,comanche,ratake_a,hillshade_9am_max,hillnoon_max,6,4,mid
14081,elevation_medium,aspect_medium,slope_low,comanche,vanet_a,hillshade_9am_max,hillnoon_min,4,0,mid
14082,elevation_medium,aspect_medium,slope_medium,comanche,vanet_a,hillshade_9am_max,hillnoon_min,4,0,mid
14083,elevation_high,aspect_medium,slope_ultra,comanche,catamount_a,hillshade_9am_max,hillnoon_min,4,4,low
14084,elevation_high,aspect_ultra,slope_high,comanche,leighcan_h,hillshade_9am_min,hillnoon_min,4,0,low
14085,elevation_ultra,aspect_high,slope_low,comanche,catamount_b,hillshade_9am_min,hillnoon_max,5,3,low
14086,elevation_ultra,aspect_high,slope_low,comanche,leighcan_i,hillshade_9am_min,hillnoon_max,6,4,mid
14087,elevation_medium,aspect_high,slope_high,comanche,ratake_a,hillshade_9am_min,hillnoon_max,4,3,mid
14088,elevation_high,aspect_high,slope_medium,comanche,leighcan_b,hillshade_9am_min,hillnoon_max,3,2,mid
14089,elevation_high,aspect_high,slope_medium,comanche,cryorthents_a,hillshade_9am_min,hillnoon_max,6,4,mid
14090,elevation_medium,aspect_high,slope_medium,comanche,ratake_a,hillshade_9am_max,hillnoon_max,4,0,mid
14091,elevation_ultra,aspect_low,slope_medium,rawah,leighcan_b,hillshade_9am_min,hillnoon_min,1,0,low
14092,elevation_high,aspect_ultra,slope_ultra,comanche,leighcan_h,hillshade_9am_min,hillnoon_max,4,0,low
14093,elevation_ultra,aspect_high,slope_low,comanche,catamount_b,hillshade_9am_min,hillnoon_max,6,1,low
14094,elevation_ultra,aspect_ultra,slope_low,comanche,catamount_b,hillshade_9am_min,hillnoon_max,6,4,mid
14095,elevation_high,aspect_high,slope_medium,comanche,granile_a,hillshade_9am_min,hillnoon_max,6,3,mid
14096,elevation_high,aspect_high,slope_high,comanche,cryorthents_a,hillshade_9am_max,hillnoon_max,6,4,mid
14097,elevation_medium,aspect_high,slope_low,comanche,vanet_a,hillshade_9am_min,hillnoon_max,4,4,mid
14098,elevation_medium,aspect_high,slope_high,comanche,ratake_a,hillshade_9am_min,hillnoon_max,3,2,mid
14099,elevation_ultra,aspect_medium,slope_ultra,rawah,leighcan_a,hillshade_9am_max,hillnoon_min,4,1,low
14100,elevation_high,aspect_medium,slope_medium,comanche,catamount_a,hillshade_9am_max,hillnoon_min,5,4,low
14101,elevation_ultra,aspect_low,slope_medium,comanche,leighcan_g,hillshade_9am_min,hillnoon_min,5,4,mid
14102,elevation_ultra,aspect_high,slope_medium,comanche,leighcan_i,hillshade_9am_min,hillnoon_max,6,4,mid
14103,elevation_high,aspect_high,slope_medium,comanche,granile_a,hillshade_9am_min,hillnoon_max,5,3,mid
14104,elevation_high,aspect_medium,slope_ultra,comanche,catamount_a,hillshade_9am_max,hillnoon_min,4,4,low
14105,elevation_high,aspect_medium,slope_ultra,comanche,catamount_a,hillshade_9am_max,hillnoon_min,4,4,low
14106,elevation_high,aspect_medium,slope_ultra,comanche,catamount_a,hillshade_9am_max,hillnoon_min,4,4,low
14107,elevation_ultra,aspect_ultra,slope_low,comanche,catamount_b,hillshade_9am_min,hillnoon_max,6,4,low
14108,elevation_ultra,aspect_ultra,slope_medium,comanche,catamount_b,hillshade_9am_min,hillnoon_max,6,4,mid
14109,elevation_high,aspect_high,slope_medium,comanche,cryorthents_a,hillshade_9am_min,hillnoon_max,6,4,mid
14110,elevation_medium,aspect_high,slope_high,comanche,ratake_a,hillshade_9am_max,hillnoon_max,2,1,mid
14111,elevation_ultra,aspect_high,slope_low,comanche,catamount_b,hillshade_9am_min,hillnoon_max,6,3,mid
14112,elevation_high,aspect_medium,slope_high,comanche,bullwark_a,hillshade_9am_max,hillnoon_min,6,4,mid
14113,elevation_medium,aspect_high,slope_high,comanche,bullwark_a,hillshade_9am_max,hillnoon_min,5,4,mid
14114,elevation_medium,aspect_high,slope_medium,comanche,ratake_a,hillshade_9am_min,hillnoon_max,1,0,mid
14115,elevation_ultra,aspect_high,slope_low,comanche,catamount_b,hillshade_9am_min,hillnoon_max,5,2,mid
14116,elevation_high,aspect_high,slope_high,comanche,catamount_a,hillshade_9am_max,hillnoon_min,6,4,mid
14117,elevation_medium,aspect_high,slope_ultra,comanche,ratake_a,hillshade_9am_min,hillnoon_max,3,3,mid
14118,elevation_medium,aspect_high,slope_ultra,comanche,ratake_a,hillshade_9am_min,hillnoon_max,3,3,mid
14119,elevation_high,aspect_medium,slope_ultra,comanche,catamount_a,hillshade_9am_max,hillnoon_min,3,4,low
14120,elevation_ultra,aspect_medium,slope_ultra,comanche,moran_a,hillshade_9am_min,hillnoon_min,3,4,low
14121,elevation_high,aspect_high,slope_medium,comanche,bullwark_a,hillshade_9am_max,hillnoon_min,5,4,mid
14122,elevation_ultra,aspect_low,slope_high,rawah,leighcan_a,hillshade_9am_min,hillnoon_min,3,1,low
14123,elevation_high,aspect_medium,slope_ultra,comanche,catamount_a,hillshade_9am_max,hillnoon_min,4,4,low
14124,elevation_high,aspect_high,slope_ultra,comanche,catamount_a,hillshade_9am_max,hillnoon_min,4,4,low
14125,elevation_high,aspect_low,slope_low,comanche,leighcan_a,hillshade_9am_min,hillnoon_max,2,0,mid
14126,elevation_ultra,aspect_ultra,slope_low,comanche,catamount_b,hillshade_9am_min,hillnoon_max,5,3,mid
14127,elevation_ultra,aspect_high,slope_medium,comanche,catamount_b,hillshade_9am_min,hillnoon_max,6,4,low
14128,elevation_high,aspect_high,slope_ultra,comanche,catamount_a,hillshade_9am_max,hillnoon_min,4,4,low
14129,elevation_high,aspect_high,slope_medium,comanche,granile_a,hillshade_9am_min,hillnoon_max,4,2,mid
14130,elevation_high,aspect_high,slope_medium,comanche,granile_a,hillshade_9am_max,hillnoon_max,4,2,mid
14131,elevation_high,aspect_high,slope_ultra,comanche,catamount_a,hillshade_9am_max,hillnoon_min,6,4,mid
14132,elevation_high,aspect_high,slope_ultra,comanche,catamount_a,hillshade_9am_max,hillnoon_min,4,4,low
14133,elevation_high,aspect_medium,slope_ultra,comanche,catamount_a,hillshade_9am_max,hillnoon_min,3,4,low
14134,elevation_ultra,aspect_low,slope_low,comanche,leighcan_g,hillshade_9am_min,hillnoon_min,5,1,mid
14135,elevation_high,aspect_high,slope_high,comanche,catamount_a,hillshade_9am_min,hillnoon_max,6,4,mid
14136,elevation_high,aspect_medium,slope_ultra,comanche,bullwark_a,hillshade_9am_max,hillnoon_min,5,4,mid
14137,elevation_medium,aspect_medium,slope_medium,comanche,ratake_a,hillshade_9am_max,hillnoon_min,4,2,mid
14138,elevation_medium,aspect_high,slope_high,comanche,ratake_a,hillshade_9am_max,hillnoon_max,4,1,mid
14139,elevation_medium,aspect_low,slope_low,comanche,gateview_a,hillshade_9am_min,hillnoon_min,0,0,mid
14140,elevation_high,aspect_ultra,slope_low,comanche,catamount_b,hillshade_9am_min,hillnoon_max,4,1,low
14141,elevation_high,aspect_medium,slope_high,comanche,granile_a,hillshade_9am_max,hillnoon_min,2,1,high
14142,elevation_high,aspect_high,slope_low,comanche,gateview_a,hillshade_9am_min,hillnoon_max,6,4,mid
14143,elevation_high,aspect_ultra,slope_medium,comanche,catamount_a,hillshade_9am_min,hillnoon_max,6,4,mid
14144,elevation_high,aspect_high,slope_ultra,comanche,catamount_a,hillshade_9am_max,hillnoon_min,6,3,mid
14145,elevation_high,aspect_high,slope_high,comanche,catamount_a,hillshade_9am_max,hillnoon_min,6,3,mid
14146,elevation_high,aspect_ultra,slope_medium,comanche,gateview_a,hillshade_9am_min,hillnoon_max,6,4,mid
14147,elevation_high,aspect_medium,slope_high,comanche,bullwark_a,hillshade_9am_max,hillnoon_min,5,4,mid
14148,elevation_medium,aspect_high,slope_ultra,comanche,ratake_a,hillshade_9am_min,hillnoon_max,2,3,mid
14149,elevation_high,aspect_high,slope_high,comanche,catamount_a,hillshade_9am_max,hillnoon_max,4,4,low
14150,elevation_high,aspect_medium,slope_ultra,comanche,catamount_a,hillshade_9am_max,hillnoon_min,3,4,low
14151,elevation_high,aspect_low,slope_high,comanche,granile_a,hillshade_9am_min,hillnoon_min,3,1,high
14152,elevation_high,aspect_high,slope_ultra,comanche,ratake_a,hillshade_9am_min,hillnoon_max,6,4,mid
14153,elevation_medium,aspect_high,slope_high,comanche,bullwark_a,hillshade_9am_max,hillnoon_max,3,3,mid
14154,elevation_medium,aspect_high,slope_ultra,comanche,ratake_a,hillshade_9am_max,hillnoon_max,1,1,mid
14155,elevation_high,aspect_high,slope_high,comanche,catamount_a,hillshade_9am_max,hillnoon_max,4,4,low
14156,elevation_high,aspect_high,slope_high,comanche,catamount_a,hillshade_9am_max,hillnoon_max,4,4,low
14157,elevation_ultra,aspect_ultra,slope_low,comanche,catamount_b,hillshade_9am_min,hillnoon_max,4,1,mid
14158,elevation_ultra,aspect_high,slope_low,comanche,leighcan_g,hillshade_9am_min,hillnoon_max,6,4,mid
14159,elevation_high,aspect_high,slope_ultra,comanche,catamount_a,hillshade_9am_max,hillnoon_min,6,3,mid
14160,elevation_high,aspect_high,slope_low,comanche,gateview_a,hillshade_9am_min,hillnoon_max,6,3,mid
14161,elevation_high,aspect_high,slope_low,comanche,gateview_a,hillshade_9am_min,hillnoon_max,6,3,mid
14162,elevation_medium,aspect_high,slope_medium,comanche,ratake_a,hillshade_9am_max,hillnoon_min,2,0,mid
14163,elevation_ultra,aspect_low,slope_ultra,rawah,leighcan_a,hillshade_9am_min,hillnoon_min,4,4,low
14164,elevation_ultra,aspect_high,slope_low,comanche,catamount_b,hillshade_9am_min,hillnoon_max,4,2,mid
14165,elevation_high,aspect_low,slope_low,comanche,granile_a,hillshade_9am_min,hillnoon_min,0,0,mid
14166,elevation_medium,aspect_high,slope_high,comanche,ratake_a,hillshade_9am_max,hillnoon_max,2,1,mid
14167,elevation_medium,aspect_medium,slope_medium,comanche,ratake_a,hillshade_9am_max,hillnoon_min,2,1,mid
14168,elevation_high,aspect_ultra,slope_ultra,comanche,leighcan_h,hillshade_9am_min,hillnoon_min,5,3,low
14169,elevation_ultra,aspect_high,slope_low,comanche,catamount_b,hillshade_9am_min,hillnoon_max,4,1,mid
14170,elevation_ultra,aspect_high,slope_low,comanche,catamount_b,hillshade_9am_min,hillnoon_max,4,1,mid
14171,elevation_high,aspect_high,slope_high,comanche,catamount_a,hillshade_9am_max,hillnoon_min,6,3,mid
14172,elevation_high,aspect_high,slope_ultra,comanche,ratake_a,hillshade_9am_min,hillnoon_max,5,4,mid
14173,elevation_medium,aspect_medium,slope_low,comanche,gateview_a,hillshade_9am_max,hillnoon_min,0,0,mid
14174,elevation_medium,aspect_ultra,slope_high,comanche,bullwark_a,hillshade_9am_min,hillnoon_min,2,0,mid
14175,elevation_medium,aspect_low,slope_high,comanche,bullwark_a,hillshade_9am_min,hillnoon_min,2,2,mid
14176,elevation_ultra,aspect_high,slope_low,comanche,catamount_b,hillshade_9am_min,hillnoon_max,4,1,mid
14177,elevation_high,aspect_high,slope_ultra,comanche,catamount_a,hillshade_9am_max,hillnoon_min,5,3,mid
14178,elevation_ultra,aspect_high,slope_ultra,comanche,leighcan_h,hillshade_9am_min,hillnoon_max,1,1,mid
14179,elevation_ultra,aspect_medium,slope_low,comanche,leighcan_c,hillshade_9am_min,hillnoon_min,5,4,high
14180,elevation_high,aspect_high,slope_low,comanche,gateview_a,hillshade_9am_min,hillnoon_max,6,3,mid
14181,elevation_high,aspect_ultra,slope_high,comanche,catamount_a,hillshade_9am_min,hillnoon_max,6,4,mid
14182,elevation_ultra,aspect_ultra,slope_medium,comanche,leighcan_b,hillshade_9am_min,hillnoon_min,2,1,low
14183,elevation_ultra,aspect_high,slope_low,comanche,typic_c,hillshade_9am_min,hillnoon_max,4,2,mid
14184,elevation_ultra,aspect_high,slope_low,comanche,typic_c,hillshade_9am_min,hillnoon_max,3,0,mid
14185,elevation_ultra,aspect_medium,slope_low,comanche,leighcan_g,hillshade_9am_min,hillnoon_min,4,1,mid
14186,elevation_high,aspect_high,slope_medium,comanche,leighcan_b,hillshade_9am_min,hillnoon_max,0,0,mid
14187,elevation_high,aspect_medium,slope_medium,comanche,granile_a,hillshade_9am_max,hillnoon_min,3,1,mid
14188,elevation_high,aspect_high,slope_medium,comanche,gateview_a,hillshade_9am_min,hillnoon_max,0,0,mid
14189,elevation_high,aspect_ultra,slope_high,comanche,gateview_a,hillshade_9am_min,hillnoon_max,6,3,mid
14190,elevation_medium,aspect_medium,slope_medium,comanche,gateview_a,hillshade_9am_max,hillnoon_min,0,0,mid
14191,elevation_high,aspect_ultra,slope_ultra,comanche,catamount_a,hillshade_9am_min,hillnoon_min,6,4,mid
14192,elevation_ultra,aspect_high,slope_low,comanche,leighcan_i,hillshade_9am_min,hillnoon_max,2,1,mid
14193,elevation_ultra,aspect_ultra,slope_low,comanche,catamount_b,hillshade_9am_min,hillnoon_max,3,0,mid
14194,elevation_medium,aspect_ultra,slope_ultra,comanche,bullwark_a,hillshade_9am_min,hillnoon_min,2,1,mid
14195,elevation_medium,aspect_ultra,slope_ultra,comanche,bullwark_a,hillshade_9am_min,hillnoon_min,3,3,mid
14196,elevation_ultra,aspect_low,slope_low,comanche,leighcan_b,hillshade_9am_min,hillnoon_min,3,0,low
14197,elevation_high,aspect_ultra,slope_ultra,comanche,catamount_a,hillshade_9am_min,hillnoon_min,5,4,mid
14198,elevation_high,aspect_high,slope_high,comanche,bullwark_a,hillshade_9am_min,hillnoon_max,4,4,mid
14199,elevation_medium,aspect_ultra,slope_high,comanche,leighcan_c,hillshade_9am_min,hillnoon_min,2,1,mid
14200,elevation_medium,aspect_ultra,slope_high,comanche,leighcan_c,hillshade_9am_min,hillnoon_min,2,1,mid
14201,elevation_ultra,aspect_low,slope_medium,rawah,leighcan_a,hillshade_9am_min,hillnoon_min,6,4,low
14202,elevation_ultra,aspect_low,slope_medium,rawah,leighcan_a,hillshade_9am_min,hillnoon_min,4,4,low
14203,elevation_ultra,aspect_ultra,slope_low,comanche,leighcan_i,hillshade_9am_min,hillnoon_max,0,0,mid
14204,elevation_high,aspect_high,slope_medium,comanche,granile_a,hillshade_9am_max,hillnoon_max,0,0,mid
14205,elevation_high,aspect_high,slope_low,comanche,gateview_a,hillshade_9am_min,hillnoon_max,5,2,mid
14206,elevation_medium,aspect_high,slope_high,comanche,ratake_a,hillshade_9am_max,hillnoon_max,4,3,mid
14207,elevation_medium,aspect_high,slope_ultra,comanche,ratake_a,hillshade_9am_max,hillnoon_min,3,3,mid
14208,elevation_medium,aspect_ultra,slope_medium,comanche,leighcan_c,hillshade_9am_min,hillnoon_min,2,1,mid
14209,elevation_high,aspect_high,slope_low,comanche,gateview_a,hillshade_9am_min,hillnoon_max,0,0,mid
14210,elevation_medium,aspect_ultra,slope_ultra,comanche,leighcan_c,hillshade_9am_min,hillnoon_min,3,2,mid
14211,elevation_high,aspect_high,slope_low,comanche,gateview_a,hillshade_9am_min,hillnoon_max,0,0,mid
14212,elevation_medium,aspect_low,slope_low,comanche,leighcan_b,hillshade_9am_min,hillnoon_min,0,0,mid
14213,elevation_medium,aspect_ultra,slope_high,comanche,leighcan_b,hillshade_9am_min,hillnoon_min,0,0,low
14214,elevation_ultra,aspect_medium,slope_low,comanche,catamount_b,hillshade_9am_max,hillnoon_min,4,0,low
14215,elevation_high,aspect_low,slope_low,comanche,granile_a,hillshade_9am_min,hillnoon_min,1,0,mid
14216,elevation_medium,aspect_medium,slope_low,comanche,gateview_a,hillshade_9am_max,hillnoon_max,0,0,mid
14217,elevation_medium,aspect_low,slope_medium,comanche,bullwark_a,hillshade_9am_min,hillnoon_min,3,1,mid
14218,elevation_medium,aspect_ultra,slope_high,comanche,leighcan_c,hillshade_9am_min,hillnoon_min,4,3,mid
14219,elevation_medium,aspect_ultra,slope_ultra,comanche,bullwark_a,hillshade_9am_min,hillnoon_min,4,4,mid
14220,elevation_medium,aspect_ultra,slope_ultra,comanche,bullwark_a,hillshade_9am_min,hillnoon_min,4,4,mid
14221,elevation_ultra,aspect_medium,slope_medium,comanche,catamount_b,hillshade_9am_max,hillnoon_min,4,3,low
14222,elevation_high,aspect_high,slope_high,comanche,granile_a,hillshade_9am_min,hillnoon_max,2,1,mid
14223,elevation_high,aspect_high,slope_ultra,comanche,catamount_a,hillshade_9am_min,hillnoon_max,4,4,mid
14224,elevation_medium,aspect_medium,slope_high,comanche,bullwark_a,hillshade_9am_max,hillnoon_min,4,3,mid
14225,elevation_medium,aspect_ultra,slope_ultra,comanche,bullwark_a,hillshade_9am_min,hillnoon_min,4,4,mid
14226,elevation_ultra,aspect_ultra,slope_low,comanche,catamount_b,hillshade_9am_min,hillnoon_max,3,1,mid
14227,elevation_ultra,aspect_medium,slope_high,comanche,catamount_b,hillshade_9am_max,hillnoon_min,4,0,mid
14228,elevation_ultra,aspect_medium,slope_high,comanche,leighcan_h,hillshade_9am_max,hillnoon_min,6,4,high
14229,elevation_high,aspect_medium,slope_low,comanche,gateview_a,hillshade_9am_max,hillnoon_min,0,0,mid
14230,elevation_medium,aspect_ultra,slope_ultra,comanche,bullwark_a,hillshade_9am_min,hillnoon_min,2,1,mid
14231,elevation_medium,aspect_low,slope_high,comanche,bullwark_a,hillshade_9am_min,hillnoon_min,3,2,mid
14232,elevation_medium,aspect_ultra,slope_ultra,comanche,bullwark_a,hillshade_9am_min,hillnoon_min,4,4,mid
14233,elevation_high,aspect_high,slope_low,comanche,leighcan_b,hillshade_9am_min,hillnoon_max,0,0,mid
14234,elevation_high,aspect_high,slope_high,comanche,catamount_a,hillshade_9am_min,hillnoon_max,4,3,mid
14235,elevation_ultra,aspect_high,slope_low,comanche,catamount_b,hillshade_9am_max,hillnoon_max,2,0,mid
14236,elevation_high,aspect_high,slope_high,comanche,gateview_a,hillshade_9am_min,hillnoon_max,4,1,mid
14237,elevation_medium,aspect_ultra,slope_low,comanche,gateview_a,hillshade_9am_min,hillnoon_max,0,0,mid
14238,elevation_ultra,aspect_low,slope_high,comanche,leighcan_c,hillshade_9am_min,hillnoon_min,2,0,mid
14239,elevation_high,aspect_low,slope_medium,comanche,granile_a,hillshade_9am_min,hillnoon_min,1,0,mid
14240,elevation_medium,aspect_ultra,slope_high,comanche,bullwark_a,hillshade_9am_min,hillnoon_min,3,3,mid
14241,elevation_high,aspect_low,slope_low,comanche,gateview_a,hillshade_9am_min,hillnoon_max,0,0,mid
14242,elevation_medium,aspect_low,slope_high,comanche,bullwark_a,hillshade_9am_min,hillnoon_min,4,3,mid
14243,elevation_medium,aspect_ultra,slope_high,comanche,bullwark_a,hillshade_9am_min,hillnoon_min,4,3,mid
14244,elevation_high,aspect_ultra,slope_medium,comanche,leighcan_b,hillshade_9am_min,hillnoon_max,5,3,mid
14245,elevation_ultra,aspect_low,slope_ultra,comanche,leighcan_c,hillshade_9am_min,hillnoon_min,2,1,mid
14246,elevation_high,aspect_low,slope_medium,comanche,leighcan_h,hillshade_9am_max,hillnoon_min,6,4,mid
14247,elevation_medium,aspect_high,slope_high,comanche,gateview_a,hillshade_9am_min,hillnoon_max,2,0,mid
14248,elevation_medium,aspect_ultra,slope_high,comanche,bullwark_a,hillshade_9am_min,hillnoon_min,3,3,mid
14249,elevation_high,aspect_ultra,slope_high,comanche,bullwark_a,hillshade_9am_min,hillnoon_min,5,4,mid
14250,elevation_ultra,aspect_high,slope_ultra,comanche,leighcan_h,hillshade_9am_min,hillnoon_max,2,1,mid
14251,elevation_medium,aspect_ultra,slope_high,comanche,bullwark_a,hillshade_9am_min,hillnoon_min,4,3,mid
14252,elevation_ultra,aspect_ultra,slope_medium,comanche,leighcan_g,hillshade_9am_min,hillnoon_min,4,3,low
14253,elevation_high,aspect_low,slope_medium,comanche,granile_a,hillshade_9am_min,hillnoon_min,4,3,mid
14254,elevation_medium,aspect_ultra,slope_medium,comanche,gateview_a,hillshade_9am_min,hillnoon_max,1,0,mid
14255,elevation_medium,aspect_ultra,slope_medium,comanche,bullwark_a,hillshade_9am_min,hillnoon_min,4,4,mid
14256,elevation_high,aspect_low,slope_low,comanche,bullwark_a,hillshade_9am_min,hillnoon_max,5,3,mid
14257,elevation_high,aspect_low,slope_medium,comanche,leighcan_h,hillshade_9am_min,hillnoon_min,6,4,mid
14258,elevation_ultra,aspect_medium,slope_medium,rawah,leighcan_a,hillshade_9am_max,hillnoon_min,6,4,mid
14259,elevation_ultra,aspect_high,slope_medium,comanche,catamount_b,hillshade_9am_min,hillnoon_max,4,0,low
14260,elevation_ultra,aspect_high,slope_medium,rawah,leighcan_a,hillshade_9am_min,hillnoon_max,0,0,mid
14261,elevation_high,aspect_ultra,slope_medium,comanche,leighcan_b,hillshade_9am_min,hillnoon_min,5,0,low
14262,elevation_ultra,aspect_low,slope_medium,comanche,leighcan_a,hillshade_9am_min,hillnoon_min,6,3,low
14263,elevation_high,aspect_ultra,slope_ultra,comanche,catamount_a,hillshade_9am_min,hillnoon_min,2,3,mid
14264,elevation_high,aspect_high,slope_high,comanche,leighcan_h,hillshade_9am_max,hillnoon_min,4,4,mid
14265,elevation_medium,aspect_ultra,slope_high,comanche,bullwark_a,hillshade_9am_min,hillnoon_max,4,1,mid
14266,elevation_medium,aspect_ultra,slope_low,comanche,bullwark_b,hillshade_9am_min,hillnoon_min,4,3,mid
14267,elevation_medium,aspect_ultra,slope_medium,comanche,bullwark_b,hillshade_9am_min,hillnoon_min,4,3,mid
14268,elevation_ultra,aspect_ultra,slope_low,comanche,catamount_b,hillshade_9am_min,hillnoon_min,6,3,low
14269,elevation_ultra,aspect_low,slope_low,comanche,catamount_b,hillshade_9am_min,hillnoon_min,6,3,low
14270,elevation_high,aspect_ultra,slope_medium,comanche,bullwark_b,hillshade_9am_min,hillnoon_min,5,4,mid
14271,elevation_medium,aspect_ultra,slope_low,comanche,gateview_a,hillshade_9am_min,hillnoon_min,4,1,mid
14272,elevation_medium,aspect_ultra,slope_low,comanche,bullwark_b,hillshade_9am_min,hillnoon_max,4,3,mid
14273,elevation_ultra,aspect_high,slope_low,comanche,catamount_b,hillshade_9am_min,hillnoon_max,4,3,mid
14274,elevation_high,aspect_high,slope_ultra,comanche,leighcan_h,hillshade_9am_min,hillnoon_max,4,3,mid
14275,elevation_medium,aspect_low,slope_low,comanche,gateview_a,hillshade_9am_min,hillnoon_min,0,0,mid
14276,elevation_medium,aspect_ultra,slope_medium,comanche,bullwark_b,hillshade_9am_min,hillnoon_min,4,1,mid
